reservoir_id,reservoir_name,reservoir_name_en,country,admin_unit,river,basin,lat,lon,capacity_total (TMC),dead_storage (TMC),frl (m),dam_height (m),year_built,main_use,data_type,source_agency,source_url,last_updated,detail_slug,location,data_period_start,data_period_end
IN_APWRIMS_kalyani_dam_d89c4ec1,KALYANI DAM,KALYANI DAM,India,Andhra Pradesh / Telangana,kalyani,other,13.657619,79.269236,0.91,0.03,274.323,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:11,d89c4ec1-4d16-4131-aff9-a0f1e0e26a45,Chittoor,2026-05-08,2026-06-28
IN_APWRIMS_subbareddy_sagar_eb761fe7,SUBBAREDDY SAGAR,SUBBAREDDY SAGAR,India,Andhra Pradesh / Telangana,Kuntidevi Vagu,Godavari,17.331208,82.205725,0.235,0.03,87.005,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:12,eb761fe7-4909-4df9-86ce-a8e62f1a1860,East Godavari,2026-05-07,2026-06-28
IN_APWRIMS_pedderu_reservoir_project_438c98a8,PEDDERU RESERVOIR PROJECT,PEDDERU RESERVOIR PROJECT,India,Andhra Pradesh / Telangana,Papagni,other,13.88413,78.37022,0.56,0.03,481.499,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:13,438c98a8-eb29-43c8-a06c-0938b938ed66,Chittoor,2026-05-07,2026-06-28
IN_APWRIMS_ntr_reservoir_db007f1f,NTR RESERVOIR,NTR RESERVOIR,India,Andhra Pradesh / Telangana,tacheru,other,17.937527,82.767004,0.203,0.07,111.999,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:14,db007f1f-3df5-4d6d-abd4-e8667e138bd7,visakhapatnam,2026-05-07,2026-06-27
IN_APWRIMS_gajuladinne_project_48384eca,GAJULADINNE PROJECT,GAJULADINNE PROJECT,India,Andhra Pradesh / Telangana,Handri,Krishna,15.693372,77.619367,4.5,0.65,376.998,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:15,48384eca-f162-44bf-a484-f21bc4c47dbf,Kurnool,2026-05-07,2026-06-28
IN_APWRIMS_buggavanka_reservoir_001ef564,BUGGAVANKA RESERVOIR,BUGGAVANKA RESERVOIR,India,Andhra Pradesh / Telangana,buggavanka,Pennar,14.400233,78.835511,0.51,0.03,186.001,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:16,001ef564-fb77-47b7-8725-ef1c55f1fa49,Cuddapah,2026-05-07,2026-06-28
IN_APWRIMS_veligallu_reservoir_32e583e8,VELIGALLU RESERVOIR,VELIGALLU RESERVOIR,India,Andhra Pradesh / Telangana,Papgni,Pennar,14.031528,78.477047,4.64,2.84,419.999,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:17,32e583e8-18db-453e-bc0e-7187a58373be,Cuddapah,2026-05-07,2026-06-28
IN_APWRIMS_pincha_project_ee847fd6,PINCHA PROJECT,PINCHA PROJECT,India,Andhra Pradesh / Telangana,pincha,Pennar,13.909122,78.999814,0.327,0.01,304.8,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:18,ee847fd6-6701-492b-8deb-862ecac3a0d3,"Cuddapah, Chittoor",2026-05-09,2026-06-28
IN_APWRIMS_annamayya_cheyyeru_reservoir_16b17962,ANNAMAYYA (CHEYYERU) RESERVOIR,ANNAMAYYA (CHEYYERU) RESERVOIR,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.213719,79.017464,2.24,1.47,203.6,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:18,16b17962-4e67-485c-b4e7-9cd18c7e6f68,Cuddapah,,
IN_APWRIMS_lower_sagileru_ani_cut_022ebbcc,LOWER SAGILERU ANI CUT,LOWER SAGILERU ANI CUT,India,Andhra Pradesh / Telangana,Sagileru,Pennar,14.953435,78.948202,0.169,0,156.969,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:19,022ebbcc-adba-4d59-8fd0-598f00b28571,Cuddapah,2026-05-07,2026-06-28
IN_APWRIMS_brahmamsagar_reservoir_3a4daec9,BRAHMAMSAGAR RESERVOIR,BRAHMAMSAGAR RESERVOIR,India,Andhra Pradesh / Telangana,TGP,other,14.801586,78.894244,17.74,0.78,216.502,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:20,3a4daec9-661f-4400-9a21-cad79c1f758a,kadapa,2026-05-07,2026-06-28
IN_APWRIMS_gandikota_reservoir_b1651343,GANDIKOTA RESERVOIR,GANDIKOTA RESERVOIR,India,Andhra Pradesh / Telangana,pennar,pennar,14.80858,78.25125,26.85,0.18,212.001,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:21,b1651343-8580-4b6d-ac5d-d6b4688260ec,kadapa,2026-05-07,2026-06-27
IN_APWRIMS_chitravati_balancing_reservoir_7e103cea,CHITRAVATI BALANCING RESERVOIR,CHITRAVATI BALANCING RESERVOIR,India,Andhra Pradesh / Telangana,Chitravathi,pennar,14.5619,77.95885,10.229,0.38,298,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:22,7e103cea-040e-464a-9dbe-d7a17bda3fc2,"kadapa,anantapur",2026-05-07,2026-06-28
IN_APWRIMS_kovvadakalva_reservoir_b7629dc4,KOVVADAKALVA RESERVOIR,KOVVADAKALVA RESERVOIR,India,Andhra Pradesh / Telangana,kovvada kalva,Godavari,17.198394,81.508123,0.44,0.03,90.501,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:23,b7629dc4-91c6-41ff-a9b7-1d49bbc2b806,West Godavari,2026-05-07,2026-06-28
IN_APWRIMS_jalleru_reservoir_fe6aeb9c,JALLERU RESERVOIR,JALLERU RESERVOIR,India,Andhra Pradesh / Telangana,Yerrakalva,Godavari,17.290028,81.345755,0.54,0.14,217.801,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:24,fe6aeb9c-3d2a-48c3-9934-f17653b6926a,West Godavari,2026-05-07,2026-06-28
IN_APWRIMS_yerrakalva_reservoir_b0eda010,YERRAKALVA RESERVOIR,YERRAKALVA RESERVOIR,India,Andhra Pradesh / Telangana,Yerrakalva,Godavari,17.099942,81.256744,4.43,0.38,81.049,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:25,b0eda010-a7bd-49a4-a0b5-c10af6f93b16,West Godavari,2026-05-07,2026-06-28
IN_APWRIMS_jeedipalli_reservoir_f47bcc5a,JEEDIPALLI RESERVOIR,JEEDIPALLI RESERVOIR,India,Andhra Pradesh / Telangana,Handri-Neeva.,other,14.699136,77.270489,1.681,0.08,464.198,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:26,f47bcc5a-c8da-4c55-9eba-2ffd605e3efb,Ananthapur,2026-05-07,2026-06-28
IN_APWRIMS_tammileru_reservoir_586ceeb9,TAMMILERU RESERVOIR,TAMMILERU RESERVOIR,India,Andhra Pradesh / Telangana,Thammileru,Godavari,17.008699,80.923623,1.23,0.3,108.204,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:27,586ceeb9-3ad4-49bc-a92d-444015851593,West Godavari,2026-05-09,2026-06-28
IN_APWRIMS_vijayarai_anicut_f455494b,VIJAYARAI ANICUT,VIJAYARAI ANICUT,India,Andhra Pradesh / Telangana,Tammileru,Godavari,16.802797,81.037633,0,0,33.699,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:28,f455494b-8345-4a83-af48-0f0b19b40d25,West Godavari,2026-05-07,2026-06-28
IN_APWRIMS_gonelavagu_reservoir_37df32d4,GONELAVAGU RESERVOIR,GONELAVAGU RESERVOIR,India,Andhra Pradesh / Telangana,gonelavagu,krishna,17.012161,80.959836,1.77,0.3,108.204,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:29,37df32d4-09b4-4267-8a39-b86bde35eea2,Krishna,2026-05-09,2026-06-28
IN_APWRIMS_tungabadra_dam_b9c3f2e2,TUNGABADRA DAM,TUNGABADRA DAM,India,Andhra Pradesh / Telangana,Tungabhadra,,15.261246,76.337679,105.79,2.2,497.738,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:30,b9c3f2e2-a837-4350-8ba8-d505fc17e837,,2026-05-07,2026-06-28
IN_APWRIMS_somasila_reservoir_0f512470,Somasila Reservoir,Somasila Reservoir,India,Andhra Pradesh / Telangana,PENNA,Pennar,14.490293,79.30424,78,7.57,100.584,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:31,0f512470-1770-11e6-b6ba-3e1d05defe78,Nellore,2026-05-07,2026-06-28
IN_APWRIMS_musurimalli_bc715334,MUSURIMALLI,MUSURIMALLI,India,Andhra Pradesh / Telangana,Godavari,Godavari,17.380533,81.769769,1.6,0.17,122.999,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:32,bc715334-4dab-11e6-a0d5-68f72823d03e,East Godavari,2026-05-11,2026-06-28
IN_APWRIMS_buggavagu_bc71b068,BUGGAVAGU,BUGGAVAGU,India,Andhra Pradesh / Telangana,Krishna,krishna,16.479456,79.559292,3.46,1.26,144.506,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:33,bc71b068-4dab-11e6-a0d5-68f72823d03e,Guntur,2026-05-07,2026-06-28
IN_APWRIMS_mallimadugu_bc720982,MALLIMADUGU,MALLIMADUGU,India,Andhra Pradesh / Telangana,Swarnamukhi River,other,13.676739,79.524279,0.181,0.02,111.557,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:34,bc720982-4dab-11e6-a0d5-68f72823d03e,Chittoor,2026-05-07,2026-06-28
IN_APWRIMS_bahuda_reservoir_bc72176a,BAHUDA RESERVOIR,BAHUDA RESERVOIR,India,Andhra Pradesh / Telangana,bahuda,other,13.562989,78.628789,0.398,0.02,614.172,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:35,bc72176a-4dab-11e6-a0d5-68f72823d03e,Chittoor,2026-05-07,2026-06-28
IN_APWRIMS_subsidiary_reservoir_i_bc72203e,SUBSIDIARY RESERVOIR -I,SUBSIDIARY RESERVOIR -I,India,Andhra Pradesh / Telangana,pennar,other,14.845731,78.714053,2.135,0.29,223.001,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:36,bc72203e-4dab-11e6-a0d5-68f72823d03e,Cuddapah,2026-05-07,2026-06-28
IN_APWRIMS_subsidiary_reservoir_ii_bc7228d6,SUBSIDIARY RESERVOIR -II,SUBSIDIARY RESERVOIR -II,India,Andhra Pradesh / Telangana,pennar,other,14.824035,78.755276,2.405,0.17,222.781,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:37,bc7228d6-4dab-11e6-a0d5-68f72823d03e,Cuddapah,2026-05-07,2026-06-28
IN_APWRIMS_upper_pennar_bc723128,UPPER PENNAR,UPPER PENNAR,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.336692,77.354025,1.81,0.24,536.439,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:38,bc723128-4dab-11e6-a0d5-68f72823d03e,Ananthpur,2026-05-09,2026-06-28
IN_APWRIMS_ntr_jalasayam_ec1a0760,NTR Jalasayam,NTR Jalasayam,India,Andhra Pradesh / Telangana,ponnai,other,13.286094,79.13295,0.11,0,294.175,,,irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:39,ec1a0760-84e8-11e6-ae22-56b6b6499611,Chittoor,2026-05-07,2026-06-28
IN_APWRIMS_gorakkalu_balancing_reservior_1c1a0760,GORAKKALU BALANCING RESERVIOR,GORAKKALU BALANCING RESERVIOR,India,Andhra Pradesh / Telangana,Krishna,Krishna,15.564181,78.401422,11,2.15,261,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:40,1c1a0760-84e8-11e6-ae22-56b6b6499611,Kurnool,2026-05-07,2026-06-28
IN_APWRIMS_nellore_tank_4d351fe8,NELLORE TANK,NELLORE TANK,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.469751,79.984404,0.837,0,20.79,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:41,4d351fe8-c072-11e6-a4a6-cec0c932ce01,Nellore,2026-05-07,2026-06-28
IN_APWRIMS_nellore_anicut_ecc0c894,NELLORE ANICUT,NELLORE ANICUT,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.469751,79.984404,0.38,0.04,13.719,,,Irrigation & Drinking water,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:42,ecc0c894-c06f-11e6-a4a6-cec0c932ce01,Nellore,2026-05-07,2026-06-27
IN_APWRIMS_cherlopalli_reservoir_d47c97a8,Cherlopalli Reservoir,Cherlopalli Reservoir,India,Andhra Pradesh / Telangana,,,14.03475,78.112675,1.608,0.35,599.493,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:43,d47c97a8-bfec-11e8-a355-529269fb1459,Ananthapur,2026-05-07,2026-06-25
IN_APWRIMS_marala_reservoir_85ddf356,Marala Reservoir,Marala Reservoir,India,Andhra Pradesh / Telangana,,,14.292201,77.938535,0.483,0.02,445.008,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:44,85ddf356-bfee-11e8-a355-529269fb1459,Ananthapur,2026-05-09,2026-06-28
IN_APWRIMS_gollapalli_reservoir_9c2cc428,GOLLAPALLI RESERVOIR,GOLLAPALLI RESERVOIR,India,Andhra Pradesh / Telangana,,,14.200295,77.58291,1.913,0.65,528.999,,,"Irrigation, drinking water",in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:45,9c2cc428-c7b6-11e8-a8d5-f2801f1b9fd1,Ananthapur,2026-05-09,2026-06-27
IN_APWRIMS_badvel_tank_78adc592,BADVEL TANK,BADVEL TANK,India,Andhra Pradesh / Telangana,,,14.783333,79.075,1.36,0,145.63,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:46,78adc592-336d-11e9-b210-d663bd873d93,KADAPA,2026-05-07,2026-06-28
IN_APWRIMS_goddamvaripalli_sr3_78ade112,GODDAMVARIPALLI SR3,GODDAMVARIPALLI SR3,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.669581,78.032801,0.3,0.1,250,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:46,78ade112-336d-11e9-b210-d663bd873d93,ANANTAPUR,2026-05-07,2026-06-28
IN_APWRIMS_goddumarri_anicut_78ade252,GODDUMARRI ANICUT,GODDUMARRI ANICUT,India,Andhra Pradesh / Telangana,Zurreru,Krishna,14.596922,78.009065,0.07,0.02,263.649,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:47,78ade252-336d-11e9-b210-d663bd873d93,ANANTAPUR,2026-05-07,2026-06-28
IN_APWRIMS_paidipalem_balancing_reservoir_78ae1628,PAIDIPALEM BALANCING RESERVOIR,PAIDIPALEM BALANCING RESERVOIR,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.70595,78.192531,6,0.05,281.33,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:48,78ae1628-336d-11e9-b210-d663bd873d93,KADAPA,2026-05-09,2026-06-28
IN_APWRIMS_sarvaraja_sagar_78ae2974,SARVARAJA SAGAR,SARVARAJA SAGAR,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.534967,78.455686,1.06,0.3,201.299,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:49,78ae2974-336d-11e9-b210-d663bd873d93,KADAPA,2026-05-07,2026-06-28
IN_APWRIMS_thimmapuram_sr1_78ae40b2,THIMMAPURAM SR1,THIMMAPURAM SR1,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.751429,78.140138,0.3,0.1,220.599,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:50,78ae40b2-336d-11e9-b210-d663bd873d93,KADAPA,2026-05-07,2026-06-28
IN_APWRIMS_upper_sagileru_78ae45ee,UPPER SAGILERU,UPPER SAGILERU,India,Andhra Pradesh / Telangana,Sagileru,Pennar,15.143654,78.9202,,,,,,irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:51,78ae45ee-336d-11e9-b210-d663bd873d93,"Kadapa, Kurnool, Nellore",,
IN_APWRIMS_vamikonda_sagar_reservoir_78ae4724,VAMIKONDA SAGAR RESERVOIR,VAMIKONDA SAGAR RESERVOIR,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.599138,78.442685,1.658,0.26,200.001,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:58,78ae4724-336d-11e9-b210-d663bd873d93,KADAPA,2026-05-07,2026-06-28
IN_APWRIMS_yellanur_sr2_78ae56f6,YELLANUR SR2,YELLANUR SR2,India,Andhra Pradesh / Telangana,Pennar,Pennar,14.695404,78.071,0.31,0.1,237.899,,,irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:13:59,78ae56f6-336d-11e9-b210-d663bd873d93,"Kadapa, Anantapur",2026-05-07,2026-06-28
IN_APWRIMS_adavipalli_reservoir_78ae5c1e,ADAVIPALLI RESERVOIR,ADAVIPALLI RESERVOIR,India,Andhra Pradesh / Telangana,,,13.794386,78.871278,1.814,0.33,491.999,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:00,78ae5c1e-336d-11e9-b210-d663bd873d93,CHITTOOR,2026-05-08,2026-06-27
IN_APWRIMS_adinimmayapalli_anicut_78ae5db8,ADINIMMAYAPALLI ANICUT,ADINIMMAYAPALLI ANICUT,India,Andhra Pradesh / Telangana,pennar,,14.605185,78.734177,0,0,132.5,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:01,78ae5db8-336d-11e9-b210-d663bd873d93,KADAPA,2026-05-11,2026-06-25
IN_APWRIMS_krishnagiri_reservoir_78ae63d0,KRISHNAGIRI RESERVOIR,KRISHNAGIRI RESERVOIR,India,Andhra Pradesh / Telangana,,,15.538932,77.837385,0.164,,369,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:02,78ae63d0-336d-11e9-b210-d663bd873d93,KURNOOL,2026-05-08,2026-06-28
IN_APWRIMS_paleru_bitragunta_anicut_78ae6524,PALERU BITRAGUNTA ANICUT,PALERU BITRAGUNTA ANICUT,India,Andhra Pradesh / Telangana,Paleru,Paleru,18.2154,83.8826,0.37,,13.82,,,irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:03,78ae6524-336d-11e9-b210-d663bd873d93,PRAKASAM,2026-05-07,2026-06-28
IN_APWRIMS_pathikonda_reservoir_78ae665a,PATHIKONDA RESERVOIR,PATHIKONDA RESERVOIR,India,Andhra Pradesh / Telangana,Krishna,Pennar,15.45128,77.546633,1.126,0.24,450.601,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:04,78ae665a-336d-11e9-b210-d663bd873d93,KURNOOL,2026-05-08,2026-06-28
IN_APWRIMS_pennar_kumudwathi_project_anicut_78ae68da,PENNAR KUMUDWATHI PROJECT (ANICUT),PENNAR KUMUDWATHI PROJECT (ANICUT),India,Andhra Pradesh / Telangana,,,13.824631,77.463211,0,,2034.351,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:05,78ae68da-336d-11e9-b210-d663bd873d93,ANANTAPUR,2026-05-07,2026-06-27
IN_APWRIMS_srinivasapuram_reservoir_hnss_78ae6b6e,SRINIVASAPURAM RESERVOIR (HNSS),SRINIVASAPURAM RESERVOIR (HNSS),India,Andhra Pradesh / Telangana,Krishna,Pennar,13.968044,78.715085,1.02,0.032,430,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:05,78ae6b6e-336d-11e9-b210-d663bd873d93,KADAPA,2026-05-07,2026-06-28
IN_APWRIMS_veera_raghavani_kota_anicut_78ae6cfe,VEERA RAGHAVANI KOTA ANICUT,VEERA RAGHAVANI KOTA ANICUT,India,Andhra Pradesh / Telangana,Manneru,Manneru,15.100972,79.80412,0.6,,74.14,,,irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:06,78ae6cfe-336d-11e9-b210-d663bd873d93,PRAKASAM,2026-05-08,2026-06-28
IN_APWRIMS_purushotha_patnam_ls_4689cb6b,Purushotha patnam LS,Purushotha patnam LS,India,Andhra Pradesh / Telangana,,,,,,,,,,,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:07,4689cb6b-ac60-474f-a345-5eb7279c46cc,,,
IN_APWRIMS_sileru_guntawada_reservoir_efdbd08c,Sileru (Guntawada) Reservoir,Sileru (Guntawada) Reservoir,India,Andhra Pradesh / Telangana,,,18.054767,82.035228,4.334,,414.528,,,,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:08,efdbd08c-030f-41c2-a1ce-81bafa9ced34,,2026-05-07,2026-06-28
IN_APWRIMS_balimela_reservoir_d4ab99d9,Balimela Reservoir,Balimela Reservoir,India,Andhra Pradesh / Telangana,,,18.133665,82.115259,127.5,,462.07,,,,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:09,d4ab99d9-f8f7-4bf8-9682-087c1bb3f95c,,,
IN_APWRIMS_donkarayi_reservoir_2de9e7fe,Donkarayi Reservoir,Donkarayi Reservoir,India,Andhra Pradesh / Telangana,Sileru River,GODAVARI,17.93428,81.795176,16.51,3.243,316.07,,,,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:10,2de9e7fe-f1b3-4821-b295-0e3ab607ee4f,,2026-05-07,2026-06-28
IN_APWRIMS_hiramandalam_reservoir_88810ce5,HIRAMANDALAM RESERVOIR,HIRAMANDALAM RESERVOIR,India,Andhra Pradesh / Telangana,Vamsadara,,18.676385,83.945657,10,2.674,67.302,,,,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:11,88810ce5-2eff-48aa-9977-8ba93fd1e650,,2026-05-07,2026-06-28
IN_APWRIMS_pendekallu_reservoir_6c7f0a4f,PENDEKALLU RESERVOIR,PENDEKALLU RESERVOIR,India,Andhra Pradesh / Telangana,Pennar,,14.973142,77.867327,0.65,0.042,256.934,,,,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:12,6c7f0a4f-cecc-449f-9f84-079cd13e6742,,2026-05-07,2026-06-28
IN_APWRIMS_bcr_complex_db9ad359,BCR Complex,BCR Complex,India,Andhra Pradesh / Telangana,,Pennar,,,0,,,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:13,db9ad359-7ba6-4641-b68f-c3f7cefed68e,,,
IN_APWRIMS_santajuturu_anicut_1eababfc,Santajuturu Anicut,Santajuturu Anicut,India,Andhra Pradesh / Telangana,Galeru,Pennar,,,0,,218.46,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:14,1eababfc-41ff-46a0-9ad8-6cc79ad10a11,,,
IN_APWRIMS_rajoli_anicut_00ae58ac,Rajoli Anicut,Rajoli Anicut,India,Andhra Pradesh / Telangana,Kundu,pennar,,,0,,162.8,,,Irrigation,in_situ,APWRIMS,https://apwrims.ap.gov.in/,2026-06-28 19:14:15,00ae58ac-5d7f-4680-9a93-8c567215f7e3,,,
